Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,has_alternate_name,bill,34,0.5107744107744108,0,0.0,0.0,0.0,0.7749908,0.84134984,0.8068082,0.99906254,0.99906254,0.99906254
instance of,person,harvey,"carney, 'bill')",24,0.5050505050505051,19,0.4555555555555555,0.0,0.0,0.80972254,0.88090485,0.8438152,0.73884356,0.8174445,0.77615917
instance of,person,relationship record,module:,33,0.5494417862838915,15,0.0,0.0,0.0,0.88111395,0.88599193,0.88354623,0.9215966,0.94946736,0.9353244
instance of,person,has_interagent_relationship_type,relationship_type,33,0.5340909090909091,26,0.5758169934640524,0.0,0.0,0.7581123,0.8313376,0.7930382,0.79171014,0.89141923,0.8386113
instance of,person,has_interagent_relationship_type,soldier,33,0.5340909090909091,31,0.0,0.0,0.0,0.7581123,0.8313376,0.7930382,0.99946404,0.99946404,0.99946404
instance of,person,harvey,"carney, 'soldier')",24,0.5050505050505051,25,0.5703703703703704,0.0,0.0,0.80972254,0.88090485,0.8438152,0.75035286,0.815787,0.781703
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,is_relationship_to,comrade,34,0.5798460798460798,15,0.4365079365079365,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9956916,0.9956916,0.9956916
instance of,person,harvey,"carney, 'comrade')",24,0.5050505050505051,17,0.4629629629629629,0.0,0.0,0.80972254,0.88090485,0.8438152,0.7461191,0.8167144,0.77982223
instance of,person,role record,module:,27,0.4924242424242424,15,0.0,0.0,0.0,0.87602735,0.8833772,0.87968695,0.9215966,0.94946736,0.9353244
instance of,person,has_participant_role,participant_role_type,32,0.5668831168831169,22,0.5357142857142857,0.0,0.0,0.7803031,0.83625907,0.80731267,0.7573222,0.8650849,0.80762464
instance of,person,has_participant_role,combatant,32,0.5668831168831169,27,0.5185185185185185,0.0,0.0,0.7803031,0.83625907,0.80731267,0.8150346,0.8922239,0.8518843
instance of,person,harvey,"carney, 'combatant')",24,0.5050505050505051,23,0.4555555555555555,0.0,0.0,0.80972254,0.88090485,0.8438152,0.751165,0.81598324,0.78223366
instance of,person,role_provided_by,event,15,0.4356060606060606,36,0.5777777777777778,0.0,0.0,0.7698781,0.864624,0.814505,0.9473592,0.9473592,0.9473592
instance of,person,role_provided_by,battle of fort wagner,15,0.4356060606060606,22,0.4761904761904762,0.0,0.0,0.7698781,0.864624,0.814505,0.76240075,0.819716,0.79002017
instance of,person,harvey,"carney, 'battle of fort wagner')",24,0.5050505050505051,16,0.4305555555555555,0.0,0.0,0.80972254,0.88090485,0.8438152,0.73855495,0.81593907,0.7753209
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,battle of fort wagner,18,0.4545454545454546,22,0.4761904761904762,0.0,0.0,0.82205707,0.871673,0.8461383,0.76240075,0.819716,0.79002017
instance of,person,harvey,"carney, 'battle of fort wagner')",24,0.5050505050505051,16,0.4305555555555555,0.0,0.0,0.80972254,0.88090485,0.8438152,0.73855495,0.81593907,0.7753209
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_sex,sex_type,22,0.4559884559884559,29,0.3611111111111111,0.0,0.0,0.8085098,0.8579323,0.83248824,0.7974366,0.8877914,0.8401917
instance of,person,has_sex,male,22,0.4559884559884559,20,0.4722222222222221,0.0,0.0,0.8085098,0.8579323,0.83248824,0.9931364,0.9931364,0.9931364
instance of,person,harvey,"carney, 'male')",24,0.5050505050505051,19,0.4555555555555555,0.0,0.0,0.80972254,0.88090485,0.8438152,0.7454143,0.8168802,0.7795127
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_occupation,occupation,24,0.3831168831168831,38,0.4888888888888889,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99910057,0.99910057,0.99910057
instance of,person,has_occupation,soldier,24,0.3831168831168831,31,0.0,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99946404,0.99946404,0.99946404
instance of,person,has_occupation,mail carrier,24,0.3831168831168831,22,0.4166666666666667,0.0,0.0,0.80161965,0.85177016,0.82593435,0.8179387,0.91386044,0.8632431
instance of,person,harvey,"carney, 'soldier, mail carrier')",24,0.5050505050505051,16,0.5298611111111111,0.0,0.0,0.80972254,0.88090485,0.8438152,0.7600635,0.8247456,0.79108465
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_age,age,33,0.4559884559884559,22,0.5,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99847496,0.99847496,0.99847496
instance of,person,has_age,unknown,33,0.4559884559884559,31,0.373015873015873,0.0,0.0,0.8066352,0.84434843,0.82506114,0.999015,0.999015,0.999015
instance of,person,harvey,"carney, 'unknown')",24,0.5050505050505051,25,0.4444444444444444,0.0,0.0,0.80972254,0.88090485,0.8438152,0.74937975,0.8219065,0.7839693
instance of,person,has_birthdate,date_of_birth,33,0.5463869463869464,21,0.4957264957264957,0.0,0.0,0.79754794,0.8421512,0.8192429,0.7665323,0.86474997,0.8126843
instance of,person,has_birthdate,unknown,33,0.5463869463869464,31,0.373015873015873,0.0,0.0,0.79754794,0.8421512,0.8192429,0.999015,0.999015,0.999015
instance of,person,harvey,"carney, 'unknown')",24,0.5050505050505051,25,0.4444444444444444,0.0,0.0,0.80972254,0.88090485,0.8438152,0.74937975,0.8219065,0.7839693
instance of,person,has_deathdate,date_of_death,33,0.3904428904428904,21,0.4957264957264957,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7698187,0.86639637,0.8152573
instance of,person,has_deathdate,december 9,33,0.3904428904428904,25,0.4222222222222222,0.0,0.0,0.80097455,0.83004844,0.81525236,0.8150886,0.8636213,0.8386533
instance of,person,has_deathdate,1908,33,0.3904428904428904,0,0.0,0.0,0.0,0.80097455,0.83004844,0.81525236,0.99855524,0.99855524,0.99855524
instance of,person,harvey,"carney, 'december 9, 1908')",24,0.5050505050505051,12,0.4259259259259259,0.0,0.0,0.80972254,0.88090485,0.8438152,0.7725204,0.83561796,0.80283135
instance of,person,status record,module:,42,0.6773226773226773,15,0.0,0.0,0.0,0.8770189,0.88307714,0.88003767,0.9215966,0.94946736,0.9353244
instance of,person,has_person_status,soldier,29,0.449554367201426,31,0.0,0.0,0.0,0.7720976,0.83118725,0.8005535,0.99946404,0.99946404,0.99946404
instance of,person,has_person_status,medal of honor recipient,29,0.449554367201426,20,0.5277777777777778,0.0,0.0,0.7720976,0.83118725,0.8005535,0.76507384,0.838816,0.8002497
instance of,person,harvey,"carney, 'soldier, medal of honor recipient')",24,0.5050505050505051,16,0.5156565656565656,0.0,0.0,0.80972254,0.88090485,0.8438152,0.7604432,0.8346501,0.79582053
instance of,person,has_status_generating_event,event,26,0.4799102132435466,36,0.5777777777777778,0.0,0.0,0.75222075,0.82725716,0.7879566,0.9473592,0.9473592,0.9473592
instance of,person,has_status_generating_event,battle of fort wagner,26,0.4799102132435466,22,0.4761904761904762,0.0,0.0,0.75222075,0.82725716,0.7879566,0.76240075,0.819716,0.79002017
instance of,person,has_status_generating_event,awarded medal of honor,26,0.4799102132435466,21,0.4343434343434343,0.0,0.0,0.75222075,0.82725716,0.7879566,0.7870685,0.88184094,0.8317638
instance of,person,of fort,"wagner'), has_status_generating_event(medal of honor recipient, 'awarded medal of honor')",22,0.4112554112554112,11,0.4965043695380775,0.3360969272762575,0.0,0.8609902,0.8730643,0.8669852,0.72196245,0.8161542,0.7661742
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,battle of fort wagner,18,0.4545454545454546,22,0.4761904761904762,0.0,0.0,0.82205707,0.871673,0.8461383,0.76240075,0.819716,0.79002017
instance of,person,recorded_at,awarded medal of honor,18,0.4545454545454546,21,0.4343434343434343,0.0,0.0,0.82205707,0.871673,0.8461383,0.7870685,0.88184094,0.8317638
instance of,person,of fort,"wagner'), recorded_at(medal of honor recipient, 'awarded medal of honor')",22,0.4112554112554112,13,0.4071537290715373,0.3360969272762575,0.0,0.8609902,0.8730643,0.8669852,0.75108397,0.8153774,0.7819113
instance of,person,record,module:,24,0.4191919191919191,15,0.0,0.0,0.0,0.90278363,0.8590397,0.8803686,0.9215966,0.94946736,0.9353244
instance of,person,has_race_or_color,race_or_color,36,0.5162210338680927,32,0.4658119658119657,0.0,0.0,0.75504076,0.83590037,0.7934157,0.7616956,0.87652236,0.81508476
instance of,person,has_race_or_color,african-american,36,0.5162210338680927,27,0.4861111111111111,0.0,0.0,0.75504076,0.83590037,0.7934157,0.7830137,0.8301707,0.8059029
instance of,person,harvey,"carney, african-american)",24,0.5050505050505051,19,0.4288888888888889,0.0,0.0,0.80972254,0.88090485,0.8438152,0.75535256,0.8150797,0.7840804
instance of,person,descriptor record,module:,29,0.5398523045581869,15,0.0,0.0,0.0,0.8736176,0.8801493,0.8768713,0.9215966,0.94946736,0.9353244
instance of,person,has_ethnolinguistic_descriptor,etnolinguistic_descriptor,34,0.5579124579124579,19,0.5255555555555556,0.0,0.0,0.75872284,0.83610755,0.79553777,0.72523844,0.8457835,0.78088623
instance of,person,has_ethnolinguistic_descriptor,english,34,0.5579124579124579,31,0.5396825396825397,0.0,0.0,0.75872284,0.83610755,0.79553777,0.9987396,0.9987396,0.9987396
instance of,person,harvey,"carney, 'english')",24,0.5050505050505051,17,0.4444444444444444,0.0,0.0,0.80972254,0.88090485,0.8438152,0.7434112,0.8171379,0.778533
instance of,person,status record,module:,42,0.6773226773226773,15,0.0,0.0,0.0,0.8770189,0.88307714,0.88003767,0.9215966,0.94946736,0.9353244
instance of,person,has_person_status,enslaved person,29,0.449554367201426,57,0.4555555555555555,0.0,0.5797386715376658,0.7720976,0.83118725,0.8005535,0.8633323,0.9148128,0.8883273
instance of,person,has_person_status,soldier,29,0.449554367201426,31,0.0,0.0,0.0,0.7720976,0.83118725,0.8005535,0.99946404,0.99946404,0.99946404
instance of,person,has_person_status,medal of honor recipient,29,0.449554367201426,20,0.5277777777777778,0.0,0.0,0.7720976,0.83118725,0.8005535,0.76507384,0.838816,0.8002497
instance of,person,harvey,"carney, 'enslaved person, soldier, medal of honor recipient')",24,0.5050505050505051,18,0.5883424408014571,0.0,0.2596979932401624,0.80972254,0.88090485,0.8438152,0.7566687,0.8245002,0.78912944
instance of,person,has_status_generating_event,event,26,0.4799102132435466,36,0.5777777777777778,0.0,0.0,0.75222075,0.82725716,0.7879566,0.9473592,0.9473592,0.9473592
instance of,person,has_status_generating_event,unknown,26,0.4799102132435466,31,0.373015873015873,0.0,0.0,0.75222075,0.82725716,0.7879566,0.999015,0.999015,0.999015
instance of,person,has_status_generating_event,battle of fort wagner,26,0.4799102132435466,22,0.4761904761904762,0.0,0.0,0.75222075,0.82725716,0.7879566,0.76240075,0.819716,0.79002017
instance of,person,has_status_generating_event,awarded medal of honor,26,0.4799102132435466,21,0.4343434343434343,0.0,0.0,0.75222075,0.82725716,0.7879566,0.7870685,0.88184094,0.8317638
instance of,person,of fort,"wagner'), has_status_generating_event(medal of honor recipient, 'awarded medal of honor')",22,0.4112554112554112,11,0.4965043695380775,0.3360969272762575,0.0,0.8609902,0.8730643,0.8669852,0.72196245,0.8161542,0.7661742
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,unknown,18,0.4545454545454546,31,0.373015873015873,0.0,0.0,0.82205707,0.871673,0.8461383,0.999015,0.999015,0.999015
instance of,person,recorded_at,battle of fort wagner,18,0.4545454545454546,22,0.4761904761904762,0.0,0.0,0.82205707,0.871673,0.8461383,0.76240075,0.819716,0.79002017
instance of,person,recorded_at,awarded medal of honor,18,0.4545454545454546,21,0.4343434343434343,0.0,0.0,0.82205707,0.871673,0.8461383,0.7870685,0.88184094,0.8317638
instance of,person,of fort,"wagner'), recorded_at(medal of honor recipient, 'awarded medal of honor')",22,0.4112554112554112,13,0.4071537290715373,0.3360969272762575,0.0,0.8609902,0.8730643,0.8669852,0.75108397,0.8153774,0.7819113
instance of,person,has_race_or_color,race_or_color,36,0.5162210338680927,32,0.4658119658119657,0.0,0.0,0.75504076,0.83590037,0.7934157,0.7616956,0.87652236,0.81508476
instance of,person,has_ethnolinguistic_descriptor,etnolinguistic_descriptor,34,0.5579124579124579,19,0.5255555555555556,0.0,0.0,0.75872284,0.83610755,0.79553777,0.72523844,0.8457835,0.78088623
instance of,person,has_status_generating_event,event,26,0.4799102132435466,36,0.5777777777777778,0.0,0.0,0.75222075,0.82725716,0.7879566,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_alternate_name,alternate_name,34,0.5107744107744108,30,0.5714285714285715,0.0,0.0,0.7749908,0.84134984,0.8068082,0.78212535,0.86170995,0.8199912
instance of,person,has_interagent_relationship_type,relationship_type,33,0.5340909090909091,26,0.5758169934640524,0.0,0.0,0.7581123,0.8313376,0.7930382,0.79171014,0.89141923,0.8386113
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,has_participant_role,participant_role_type,32,0.5668831168831169,22,0.5357142857142857,0.0,0.0,0.7803031,0.83625907,0.80731267,0.7573222,0.8650849,0.80762464
instance of,person,role_provided_by,event,15,0.4356060606060606,36,0.5777777777777778,0.0,0.0,0.7698781,0.864624,0.814505,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_sex,sex_type,22,0.4559884559884559,29,0.3611111111111111,0.0,0.0,0.8085098,0.8579323,0.83248824,0.7974366,0.8877914,0.8401917
instance of,person,has_occupation,occupation,24,0.3831168831168831,38,0.4888888888888889,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99910057,0.99910057,0.99910057
instance of,person,has_age,age,33,0.4559884559884559,22,0.5,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99847496,0.99847496,0.99847496
instance of,person,has_birthdate,date_of_birth,33,0.5463869463869464,21,0.4957264957264957,0.0,0.0,0.79754794,0.8421512,0.8192429,0.7665323,0.86474997,0.8126843
instance of,person,has_deathdate,date_of_death,33,0.3904428904428904,21,0.4957264957264957,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7698187,0.86639637,0.8152573
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_race_or_color,race_or_color,36,0.5162210338680927,32,0.4658119658119657,0.0,0.0,0.75504076,0.83590037,0.7934157,0.7616956,0.87652236,0.81508476
instance of,person,has_ethnolinguistic_descriptor,etnolinguistic_descriptor,34,0.5579124579124579,19,0.5255555555555556,0.0,0.0,0.75872284,0.83610755,0.79553777,0.72523844,0.8457835,0.78088623
instance of,person,has_status_generating_event,event,26,0.4799102132435466,36,0.5777777777777778,0.0,0.0,0.75222075,0.82725716,0.7879566,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_name,name,32,0.537878787878788,20,0.4722222222222221,0.0,0.0,0.7971932,0.83778274,0.81698424,0.98862195,0.98862195,0.98862195
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_alternate_name,alternate_name,34,0.5107744107744108,30,0.5714285714285715,0.0,0.0,0.7749908,0.84134984,0.8068082,0.78212535,0.86170995,0.8199912
instance of,person,has_interagent_relationship_type,relationship_type,33,0.5340909090909091,26,0.5758169934640524,0.0,0.0,0.7581123,0.8313376,0.7930382,0.79171014,0.89141923,0.8386113
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,has_participant_role,participant_role_type,32,0.5668831168831169,22,0.5357142857142857,0.0,0.0,0.7803031,0.83625907,0.80731267,0.7573222,0.8650849,0.80762464
instance of,person,role_provided_by,event,15,0.4356060606060606,36,0.5777777777777778,0.0,0.0,0.7698781,0.864624,0.814505,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_sex,sex_type,22,0.4559884559884559,29,0.3611111111111111,0.0,0.0,0.8085098,0.8579323,0.83248824,0.7974366,0.8877914,0.8401917
instance of,person,has_occupation,occupation,24,0.3831168831168831,38,0.4888888888888889,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99910057,0.99910057,0.99910057
instance of,person,has_age,age,33,0.4559884559884559,22,0.5,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99847496,0.99847496,0.99847496
instance of,person,has_birthdate,date_of_birth,33,0.5463869463869464,21,0.4957264957264957,0.0,0.0,0.79754794,0.8421512,0.8192429,0.7665323,0.86474997,0.8126843
instance of,person,has_deathdate,date_of_death,33,0.3904428904428904,21,0.4957264957264957,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7698187,0.86639637,0.8152573
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,above answer is based on the text provided and might not be a complete or accurate representation of the,"person's life and experiences. it is recommended to verify the information through other credible sources.  the relations for which there is no information listed in the text file have been skipped. the birth and death dates are mentioned in parenthesis after the agent name. for example: william harvey carney (december 9, 1908), was a soldier who was awarded the medal of honor. here the death date is december 9, 1908.  the relations for the person status record module have been added as per the requirements.  the relations for the ethnolinguistic descriptor record module have been added as per the requirements.  the relations for the age record module have been added as per the requirements.  the relations for the sex record module have been added as per the requirements.  the relations for the occupation record module have been added as per the requirements.  the relations for the race record module have been added as per the requirements.  the relations for the person status record module have been added as per the requirements.  the relations for the interagent relationship record module have been added as per the requirements.  the relations for the participant role record module have been added as per the requirements.  the relations for the name record module have been added as per the requirements.  the relations for the alternate name record module have been added as per the requirements.  the relations for the has_race_or_color(agent, race_or_color) have been added as per the requirements.  the relations for the has_ethnolinguistic_descriptor(agent, etnolinguistic_descriptor) have been added as per the requirements.  the relations for the has_person_status (agent, person_status) have been added as per the requirements.  the relations for the has_status_generating_event(person_status, event) have been added as per the requirements.  the relations for the recorded_at(person_status_information, event) have been added as per the requirements.  the relations for the has_name(agent, name) have been added as per the requirements.  the relations for the has_surname(agent, surname) have been added as per the requirements.  the relations for the has_first_name(agent, first_name) have been added as per the requirements.  the relations for the has_alternate_name(agent, alternate_name) have been added as per the requirements.  the relations for the has_interagent_relationship_type(agent, relationship_type) have been added as per the requirements.  the relations for the is_relationship_to(agent, agent) have been added as per the requirements.  the relations for the has_participant_role(agent, participant_role_type) have been added as per the requirements.  the relations for the role_provided_by(agent_role, event) have been added as per the requirements.  the relations for the recorded_at(agent_participation_information, event) have been added as per the requirements.  the relations for the has_sex(agent, sex_type) have been added as per the requirements.  the relations for the has_occupation(agent, occupation) have been added as per the requirements.  the relations for the has_age(agent, age) have been added as per the requirements.  the relations for the has_birthdate(agent, date_of_birth) have been added as per the requirements.  the relations for the has_deathdate(agent, date_of_death) have been added as per the requirements.  the relations for the recorded_at(agent_age_information, event) have been added as per the requirements.  the relations for the has_race_or_color(agent, race_or_color) have been added as per the requirements.  the relations for the has_ethnolinguistic_descriptor(agent, etnolinguistic_descriptor) have been added as per the requirements.  the relations for the has_person_status (agent, person_status) have been added as per the requirements.  the relations for the has_status_generating_event(person_status, event) have been added as per the requirements.  the relations for the recorded_at(person_status_information, event) have been added as per the requirements.  the relations for the has_name(agent, name) have been added as per the requirements.  the relations for the has_surname(agent, surname) have been added as per the requirements.  the relations for the has_first_name(agent, first_name) have been added as per the requirements.  the relations for the has_alternate_name(agent, alternate_name) have been added as per the requirements.  the relations for the has_interagent_relationship_type(agent, relationship_type) have been added as per the requirements.  the relations for the is_relationship_to(agent, agent) have been added as per the requirements.  the relations for the has_participant_role(agent, participant_role_type) have been added as per the requirements.  the relations for the role_provided_by(agent_role, event) have been added as per the requirements.  the relations for the recorded_at(agent_participation_information, event) have been added as per the requirements.  the relations for the has_sex(agent, sex_type) have been added as per the requirements.  the relations for the has_occupation(agent, occupation) have been added as per the requirements.  the relations for the has_age(agent, age) have been added as per the requirements.  the relations for the has_birthdate(agent, date_of_birth) have been added as per the requirements.  the relations for the has_deathdate(agent, date_of_death) have been added as per the requirements.  the relations for the recorded_at(agent_age_information, event) have been added as per the requirements.  the relations for the has_race_or_color(agent, race_or_color",17,0.4867586117586118,0,0.6670222222222222,0.0933953764125673,0.0095845349923455,0.72919977,0.8022057,0.76396257,0.68020356,0.79424477,0.7328139
hassex,male,record,module:,17,0.0,55,0.7535714285714287,0.0,0.0,0.89862454,0.81491977,0.8547277,0.9107894,0.9408312,0.92556655
hassex,male,has_name,name,57,0.8055555555555556,50,0.6666666666666666,0.0,0.0,0.8119032,0.8100479,0.81097454,0.99486166,0.99486166,0.99486166
hassex,male,has_name,william harvey carney,57,0.8055555555555556,24,0.6468253968253969,0.0,0.0,0.8119032,0.8100479,0.81097454,0.7128137,0.82512826,0.76486987
hassex,male,harvey,"carney, 'william harvey carney')",50,0.6666666666666666,17,0.625,0.0,0.0,0.8500879,0.8591159,0.8545781,0.71435523,0.80044514,0.7549539
hassex,male,has_surname,surname,59,0.6767676767676768,36,0.0,0.0,0.0,0.7846592,0.8041922,0.79430556,0.9928791,0.9928791,0.9928791
hassex,male,has_surname,carney,59,0.6767676767676768,40,0.611111111111111,0.0,0.0,0.7846592,0.8041922,0.79430556,0.7739922,0.8806631,0.8238893
hassex,male,harvey,"carney, 'carney')",50,0.6666666666666666,19,0.5392156862745098,0.0,0.0,0.8500879,0.8591159,0.8545781,0.7406984,0.79937536,0.76891905
hassex,male,has_first_name,first_name,50,0.6507936507936508,29,0.0,0.0,0.0,0.787099,0.80721545,0.79703027,0.7770004,0.8458032,0.8099432
hassex,male,has_first_name,william,50,0.6507936507936508,18,0.4642857142857142,0.0,0.0,0.787099,0.80721545,0.79703027,0.76948017,0.90960556,0.8336959
hassex,male,harvey,"carney, 'william')",50,0.6666666666666666,18,0.5370370370370371,0.0,0.0,0.8500879,0.8591159,0.8545781,0.7346447,0.7994854,0.7656948
hassex,male,has_alternate_name,alternate_name,33,0.6296296296296297,33,0.6547619047619048,0.0,0.0,0.79475015,0.8133943,0.80396414,0.7774607,0.8490248,0.8116684
hassex,male,has_alternate_name,bill,33,0.6296296296296297,25,0.5,0.0,0.0,0.79475015,0.8133943,0.80396414,0.99332696,0.99332696,0.99332696
hassex,male,harvey,"carney, 'bill')",50,0.6666666666666666,21,0.5444444444444444,0.0,0.0,0.8500879,0.8591159,0.8545781,0.7363454,0.80038553,0.7670311
hassex,male,relationship record,module:,24,0.4415204678362572,55,0.7535714285714287,0.0,0.0,0.90157616,0.8481188,0.8740308,0.9107894,0.9408312,0.92556655
hassex,male,has_interagent_relationship_type,relationship_type,26,0.5972222222222222,19,0.5310457516339869,0.0,0.0,0.7769394,0.80638593,0.7913888,0.78249675,0.8787623,0.8278403
hassex,male,has_interagent_relationship_type,soldier,26,0.5972222222222222,36,0.5952380952380952,0.0,0.0,0.7769394,0.80638593,0.7913888,0.9934171,0.9934171,0.9934171
hassex,male,harvey,"carney, 'soldier')",50,0.6666666666666666,27,0.5370370370370371,0.0,0.0,0.8500879,0.8591159,0.8545781,0.7482638,0.7987848,0.77269936
hassex,male,is_relationship_to,agent,17,0.4629629629629629,44,0.6333333333333333,0.0,0.0,0.7856984,0.8168608,0.80097663,0.9929312,0.9929312,0.9929312
hassex,male,is_relationship_to,comrade,17,0.4629629629629629,55,0.4642857142857142,0.0,0.0,0.7856984,0.8168608,0.80097663,0.99759525,0.99759525,0.99759525
