Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,has_surname,surname,27,0.4924242424242424,31,0.5396825396825397,0.0,0.0,0.76556545,0.8276005,0.7953752,0.9995757,0.9995757,0.9995757
instance of,person,has_first_name,first_name,40,0.5692640692640693,38,0.6,0.0,0.0,0.7667884,0.8280858,0.7962592,0.7814972,0.85791993,0.8179273
instance of,person,has_alternate_name,alternate_name,34,0.5107744107744108,30,0.5714285714285715,0.0,0.0,0.7749908,0.84134984,0.8068082,0.78212535,0.86170995,0.8199912
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_interagent_relationship_type,relationship_type,33,0.5340909090909091,26,0.5758169934640524,0.0,0.0,0.7581123,0.8313376,0.7930382,0.79171014,0.89141923,0.8386113
instance of,person,is_relationship_to,agent,34,0.5798460798460798,36,0.5777777777777778,0.0,0.0,0.7762902,0.87525815,0.82280886,0.9991922,0.9991922,0.9991922
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_participant_role,participant_role_type,32,0.5668831168831169,22,0.5357142857142857,0.0,0.0,0.7803031,0.83625907,0.80731267,0.7573222,0.8650849,0.80762464
instance of,person,role_provided_by,event,15,0.4356060606060606,36,0.5777777777777778,0.0,0.0,0.7698781,0.864624,0.814505,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_sex,sex_type,22,0.4559884559884559,29,0.3611111111111111,0.0,0.0,0.8085098,0.8579323,0.83248824,0.7974366,0.8877914,0.8401917
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_occupation,occupation,24,0.3831168831168831,38,0.4888888888888889,0.0,0.0,0.80161965,0.85177016,0.82593435,0.99910057,0.99910057,0.99910057
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_age,age,33,0.4559884559884559,22,0.5,0.0,0.0,0.8066352,0.84434843,0.82506114,0.99847496,0.99847496,0.99847496
instance of,person,has_birthdate,date_of_birth,33,0.5463869463869464,21,0.4957264957264957,0.0,0.0,0.79754794,0.8421512,0.8192429,0.7665323,0.86474997,0.8126843
instance of,person,has_deathdate,date_of_death,33,0.3904428904428904,21,0.4957264957264957,0.0,0.0,0.80097455,0.83004844,0.81525236,0.7698187,0.86639637,0.8152573
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_race_or_color,race_or_color,36,0.5162210338680927,32,0.4658119658119657,0.0,0.0,0.75504076,0.83590037,0.7934157,0.7616956,0.87652236,0.81508476
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_ethnolinguistic_descriptor,etnolinguistic_descriptor,34,0.5579124579124579,19,0.5255555555555556,0.0,0.0,0.75872284,0.83610755,0.79553777,0.72523844,0.8457835,0.78088623
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,has_status_generating_event,event,26,0.4799102132435466,36,0.5777777777777778,0.0,0.0,0.75222075,0.82725716,0.7879566,0.9473592,0.9473592,0.9473592
instance of,person,recorded_at,event,18,0.4545454545454546,36,0.5777777777777778,0.0,0.0,0.82205707,0.871673,0.8461383,0.9473592,0.9473592,0.9473592
instance of,person,ontology module that matches with this ontology module that is related just for an agent that the document starts with the,"name, modules:name record module: has_name(agent, name), has_surname(agent, surname), has_first_name(agent, first_name), has_alternate_name(agent, alternate_name), recorded_at(agent_name, event), recorded_at(agent_first_name, event), recorded_at(agent_surname, event), recorded_at(agent_alternate_name, event). interagent relationship record module: has_interagent_relationship_type(agent, relationship_type), is_relationship_to(agent, agent), recorded_at(interagent_relationship_information, event). participant role record module: has_participant_role(agent, participant_role_type), role_provided_by(agent_role, event), recorded_at(agent_participation_information, event). sex record module: has_sex(agent, sex_type), recorded_at(agent_sex_informartion, event). occupation record module: has_occupation(agent, occupation), recorded_at(agent_occupation_informartion, event). age record module: has_age(agent, age), has_birthdate(agent, date_of_birth), has_deathdate(agent, date_of_death), recorded_at(agent_age_information, event). race record module: has_race_or_color(agent, race_or_color), recorded_at(agent_race_or_color_information, event). ethnolinguistic descriptor record module: has_ethnolinguistic_descriptor(agent, etnolinguistic_descriptor), recorded_at(agent_ethnolinguistic_descriptor_information, event). person status record module: has_person_status (agent, person_status), has_status_generating_event(person_status, event), recorded_at(person_status_information, event).",14,0.5303527074018878,1,0.556898738900082,0.0,0.0247041605972599,0.77590865,0.8194331,0.79707724,0.6538476,0.8682354,0.745943
hassex,male,has_name,name,57,0.8055555555555556,50,0.6666666666666666,0.0,0.0,0.8119032,0.8100479,0.81097454,0.99486166,0.99486166,0.99486166
hassex,male,has_surname,surname,59,0.6767676767676768,36,0.0,0.0,0.0,0.7846592,0.8041922,0.79430556,0.9928791,0.9928791,0.9928791
hassex,male,has_first_name,first_name,50,0.6507936507936508,29,0.0,0.0,0.0,0.787099,0.80721545,0.79703027,0.7770004,0.8458032,0.8099432
hassex,male,has_alternate_name,alternate_name,33,0.6296296296296297,33,0.6547619047619048,0.0,0.0,0.79475015,0.8133943,0.80396414,0.7774607,0.8490248,0.8116684
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,has_interagent_relationship_type,relationship_type,26,0.5972222222222222,19,0.5310457516339869,0.0,0.0,0.7769394,0.80638593,0.7913888,0.78249675,0.8787623,0.8278403
hassex,male,is_relationship_to,agent,17,0.4629629629629629,44,0.6333333333333333,0.0,0.0,0.7856984,0.8168608,0.80097663,0.9929312,0.9929312,0.9929312
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,has_participant_role,participant_role_type,31,0.5499999999999999,24,0.4325396825396825,0.0,0.0,0.797536,0.8090603,0.80325687,0.75434285,0.8544596,0.8012861
hassex,male,role_provided_by,event,9,0.4097222222222222,22,0.4833333333333333,0.0,0.0,0.7758835,0.8208804,0.79774797,0.9526016,0.9526016,0.9526016
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,has_sex,sex_type,92,0.9666666666666668,17,0.4583333333333333,0.0,0.0,0.858492,0.8900067,0.8739654,0.79068565,0.8817651,0.83374536
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,has_occupation,occupation,30,0.5714285714285715,14,0.45,0.0,0.0,0.8248078,0.8327483,0.828759,0.9927773,0.9927773,0.9927773
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,has_age,age,62,0.8222222222222222,57,0.7222222222222222,0.0,0.0,0.82522553,0.8178067,0.8214993,0.9927898,0.9927898,0.9927898
hassex,male,has_birthdate,date_of_birth,42,0.576923076923077,24,0.5512820512820512,0.0,0.0,0.8188765,0.81331307,0.81608534,0.7625056,0.8535636,0.8054692
hassex,male,has_deathdate,date_of_death,42,0.6581196581196581,24,0.5512820512820512,0.0,0.0,0.8210093,0.8061865,0.8135303,0.7663152,0.85657024,0.808933
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,has_race_or_color,race_or_color,35,0.6339869281045751,24,0.5512820512820512,0.0,0.0,0.7780295,0.8127992,0.79503447,0.7569782,0.8636652,0.80681014
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,has_ethnolinguistic_descriptor,etnolinguistic_descriptor,28,0.6,14,0.36,0.0,0.0,0.7746833,0.8096441,0.79177797,0.7223896,0.835482,0.7748309
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,has_status_generating_event,event,30,0.6728395061728395,22,0.4833333333333333,0.0,0.0,0.77141625,0.80498004,0.78784084,0.9526016,0.9526016,0.9526016
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,ontology module that matches with this ontology module that is related just for an agent that the document starts with the,"name, modules:name record module: has_name(agent, name), has_surname(agent, surname), has_first_name(agent, first_name), has_alternate_name(agent, alternate_name), recorded_at(agent_name, event), recorded_at(agent_first_name, event), recorded_at(agent_surname, event), recorded_at(agent_alternate_name, event). interagent relationship record module: has_interagent_relationship_type(agent, relationship_type), is_relationship_to(agent, agent), recorded_at(interagent_relationship_information, event). participant role record module: has_participant_role(agent, participant_role_type), role_provided_by(agent_role, event), recorded_at(agent_participation_information, event). sex record module: has_sex(agent, sex_type), recorded_at(agent_sex_informartion, event). occupation record module: has_occupation(agent, occupation), recorded_at(agent_occupation_informartion, event). age record module: has_age(agent, age), has_birthdate(agent, date_of_birth), has_deathdate(agent, date_of_death), recorded_at(agent_age_information, event). race record module: has_race_or_color(agent, race_or_color), recorded_at(agent_race_or_color_information, event). ethnolinguistic descriptor record module: has_ethnolinguistic_descriptor(agent, etnolinguistic_descriptor), recorded_at(agent_ethnolinguistic_descriptor_information, event). person status record module: has_person_status (agent, person_status), has_status_generating_event(person_status, event), recorded_at(person_status_information, event).",8,0.4914389799635701,1,0.5008954555630177,0.0,0.0,0.78388846,0.7936198,0.7887241,0.65449846,0.86183405,0.7439912
hassex,male,is related,just for an agent that the document starts with the name:,25,0.5111111111111111,10,0.5116959064327485,0.0,0.0,0.8579803,0.82743746,0.84243214,0.79180676,0.8190481,0.80519706
hassex,male,are the related parts of the document that match with this ontology module that is related just for an agent that the document starts with the,name:,7,0.4895148669796557,44,0.6333333333333333,0.0,0.0,0.78459424,0.80271184,0.79354966,0.8650558,0.8697537,0.8673984
hassex,male,has_name,name,57,0.8055555555555556,50,0.6666666666666666,0.0,0.0,0.8119032,0.8100479,0.81097454,0.99486166,0.99486166,0.99486166
hassex,male,has_name,marcellus duval,57,0.8055555555555556,32,0.6722222222222222,0.0,0.0,0.8119032,0.8100479,0.81097454,0.7158516,0.8542096,0.77893436
hassex,male,has_surname,surname,59,0.6767676767676768,36,0.0,0.0,0.0,0.7846592,0.8041922,0.79430556,0.9928791,0.9928791,0.9928791
hassex,male,has_surname,duval,59,0.6767676767676768,44,0.0,0.0,0.0,0.7846592,0.8041922,0.79430556,0.7708026,0.9016833,0.8311219
hassex,male,has_first_name,first_name,50,0.6507936507936508,29,0.0,0.0,0.0,0.787099,0.80721545,0.79703027,0.7770004,0.8458032,0.8099432
hassex,male,has_first_name,marcellus,50,0.6507936507936508,46,0.7851851851851852,0.0,0.0,0.787099,0.80721545,0.79703027,0.7341306,0.88772,0.8036528
hassex,male,recorded_at,event,12,0.4191919191919191,22,0.4833333333333333,0.0,0.0,0.83089614,0.8339608,0.83242565,0.9526016,0.9526016,0.9526016
hassex,male,recorded_at,1849,12,0.4191919191919191,0,0.0,0.0,0.0,0.83089614,0.8339608,0.83242565,0.80634344,0.8984456,0.84990656
hassex,male,has_name,name,57,0.8055555555555556,50,0.6666666666666666,0.0,0.0,0.8119032,0.8100479,0.81097454,0.99486166,0.99486166,0.99486166
hassex,male,has_name,john horse,57,0.8055555555555556,14,0.0,0.0,0.0,0.8119032,0.8100479,0.81097454,0.8361034,0.8957727,0.8649101
hassex,male,has_surname,surname,59,0.6767676767676768,36,0.0,0.0,0.0,0.7846592,0.8041922,0.79430556,0.9928791,0.9928791,0.9928791
hassex,male,has_surname,horse,59,0.6767676767676768,22,0.4833333333333333,0.0,0.0,0.7846592,0.8041922,0.79430556,0.9943238,0.9943238,0.9943238
