Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
hassex,female,following ontology module is populated based on the,"text: name record module: 1. has_name(agent, name): has_name(kate drumgoold, 'kate drumgoold') 2. has_surname(agent, surname): has_surname(kate drumgoold, 'drumgoold') 3. has_first_name(agent, first_name): has_first_name(kate drumgoold, 'kate'). age record module: 1. has_age(agent, age): has_age(kate drumgoold,?) 2. has_birthdate(agent, date_of_birth): has_birthdate(kate drumgoold, 'c. 1858 or 1859') 3. has_deathdate(agent, date_of_death): has_deathdate(kate drumgoold,?) person status record module: 1. has_person_status (agent, person_status): has_person_status(kate drumgoold, 'former slave') 2. has_status_generating_event(person_status, event): has_status_generating_event(former slave, 'emancipation') 3. recorded_at(person_status_information, event): recorded_at(former slave, 'emancipation'). race record module: has_race_or_color(agent, race_or_color): has_race_or_color(kate drumgoold, african-american).  note: the birth and death dates are not specified in the text. the person status is mentioned as 'former slave' which implies that she was a slave and was later emancipated.  interagent relationship record module: 1. has_interagent_relationship_type_to(agent, relationship_type): has_interagent_relationship_type_to(kate drumgoold, 'enslaver') 2. is_relationship_to(agent, agent): is_relationship_to(kate drumgoold, 'bwril nate') 3. recorded_at(interagent_relationship_information, event): recorded_at(enslaver, 'sale of estate of joseph dubreuil'), recorded_at(bwril nate, 'emancipation').  note: the relationship type is not specified in the text. the enslaver is not mentioned in the text.  sex record module: 1. has_sex(agent, sex_type): has_sex(kate drumgoold, 'female'). occupation record module: 1. has_occupation(agent, occupation): has_occupation(kate drumgoold, 'autobiographer'). ethnolinguistic descriptor record module: 1. has_ethnolinguistic_descriptor(agent, ethnolinguistic_descriptor): has_ethnolinguistic_descriptor(kate drumgoold, 'african-american').  note: the text does not provide information about the occupation of kate drumgoold. the race or ethnicity is mentioned as 'african-american'.  if you don't know the answer, just say that you don't know, don't try to make up an answer.  if there is no information listed in the text for a specific module relation, skip that relation.  if there is no information about a specific attribute (like age or sex), use a question mark (?) to represent the unknown value.  if there is no information about a specific event or date, use a question mark (?) to represent the unknown value.  if there is no information about a specific relationship, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.  if there is no information about a specific attribute or event, use a question mark (?) to represent the unknown value.",11,0.2908496732026144,0,0.5557696653939027,0.0,0.0027904320881993,0.82846427,0.80534995,0.8167436,0.66440254,0.81610006,0.73247963
hasparticipantrole,child,has_name,name,38,0.5675925925925926,0,0.0,0.0,0.0,0.82410645,0.83586246,0.8299429,0.9897588,0.9897588,0.9897588
hasparticipantrole,child,has_name,kate drumgoold,38,0.5675925925925926,21,0.4238095238095238,0.0,0.0,0.82410645,0.83586246,0.8299429,0.7263121,0.8576758,0.78654677
hasparticipantrole,child,has_surname,surname,41,0.6274651274651274,0,0.0,0.0,0.0,0.8059977,0.83134675,0.818476,0.99922776,0.99922776,0.99922776
hasparticipantrole,child,has_surname,drumgoold,41,0.6274651274651274,29,0.0,0.0,0.0,0.8059977,0.83134675,0.818476,0.781163,0.9072543,0.8395004
hasparticipantrole,child,has_first_name,first_name,44,0.6772486772486772,13,0.4333333333333333,0.0,0.0,0.8008205,0.8335874,0.81687546,0.78130084,0.85800225,0.81785715
hasparticipantrole,child,has_first_name,kate,44,0.6772486772486772,0,0.0,0.0,0.0,0.8008205,0.8335874,0.81687546,0.82006955,0.92767894,0.8705615
hasparticipantrole,child,has_age,age,40,0.5978835978835978,0,0.0,0.0,0.0,0.8458951,0.8444935,0.8451937,0.998739,0.998739,0.998739
hasparticipantrole,child,has_age,?,40,0.5978835978835978,0,0.0,0.0,0.0,0.8458951,0.8444935,0.8451937,0.8569833,0.8569833,0.8569833
hasparticipantrole,child,has_birthdate,date_of_birth,52,0.6937321937321936,11,0.4256410256410256,0.0,0.0,0.83546257,0.84068596,0.8380661,0.76719123,0.86539996,0.8133417
hasparticipantrole,child,has_birthdate,c. 1858 or 1859,52,0.6937321937321936,10,0.4222222222222222,0.0,0.0,0.83546257,0.84068596,0.8380661,0.8028796,0.8461726,0.8239578
hasparticipantrole,child,has_deathdate,date_of_death,52,0.6866096866096866,11,0.4256410256410256,0.0,0.0,0.843836,0.8368999,0.84035367,0.77093387,0.86731696,0.81629014
hasparticipantrole,child,has_deathdate,?,52,0.6866096866096866,0,0.0,0.0,0.0,0.843836,0.8368999,0.84035367,0.8569833,0.8569833,0.8569833
hasparticipantrole,child,has_person_status,former slave,46,0.6479302832244008,12,0.4277777777777777,0.0,0.0,0.81484616,0.8375993,0.8260661,0.82141864,0.89133865,0.85495144
hasparticipantrole,child,has_status_generating_event,event,40,0.5819304152637487,0,0.0,0.0,0.0,0.8002901,0.833709,0.81665784,0.94880927,0.94880927,0.94880927
hasparticipantrole,child,has_status_generating_event,emancipation,40,0.5819304152637487,24,0.5222222222222223,0.0,0.0,0.8002901,0.833709,0.81665784,0.99919504,0.99919504,0.99919504
hasparticipantrole,child,recorded_at,event,28,0.3619528619528619,0,0.0,0.0,0.0,0.8376379,0.85684675,0.8471334,0.94880927,0.94880927,0.94880927
hasparticipantrole,child,recorded_at,emancipation,28,0.3619528619528619,24,0.5222222222222223,0.0,0.0,0.8376379,0.85684675,0.8471334,0.99919504,0.99919504,0.99919504
hasparticipantrole,child,has_race_or_color,race_or_color,46,0.60239651416122,22,0.4256410256410256,0.0,0.0,0.7967845,0.84058464,0.8180987,0.7625047,0.8771059,0.8158003
hasparticipantrole,child,has_race_or_color,african-american,46,0.60239651416122,19,0.3416666666666666,0.0,0.0,0.7967845,0.84058464,0.8180987,0.78411525,0.83044016,0.80661315
hasparticipantrole,child,has_interagent_relationship_type_to,relationship_type,42,0.6570105820105819,18,0.3392156862745097,0.0,0.0,0.78978306,0.8425759,0.81532574,0.79131675,0.8915633,0.83845425
hasparticipantrole,child,has_interagent_relationship_type_to,enslaver,42,0.6570105820105819,15,0.4416666666666666,0.0,0.0,0.78978306,0.8425759,0.81532574,0.73461115,0.88748574,0.8038446
hasparticipantrole,child,is_relationship_to,agent,44,0.6037037037037037,0,0.0,0.0,0.0,0.80499184,0.8465568,0.8252513,0.998851,0.998851,0.998851
hasparticipantrole,child,is_relationship_to,bwril nate,44,0.6037037037037037,27,0.5333333333333333,0.0,0.0,0.80499184,0.8465568,0.8252513,0.7628777,0.87923723,0.81693494
hasparticipantrole,child,recorded_at,event,28,0.3619528619528619,0,0.0,0.0,0.0,0.8376379,0.85684675,0.8471334,0.94880927,0.94880927,0.94880927
hasparticipantrole,child,recorded_at,sale of estate of joseph dubreuil,28,0.3619528619528619,16,0.4101010101010101,0.0,0.0,0.8376379,0.85684675,0.8471334,0.7201438,0.86956966,0.7878341
hasparticipantrole,child,recorded_at,emancipation,28,0.3619528619528619,24,0.5222222222222223,0.0,0.0,0.8376379,0.85684675,0.8471334,0.99919504,0.99919504,0.99919504
hasparticipantrole,child,has_sex,sex_type,32,0.5317460317460317,0,0.0,0.0,0.0,0.85044706,0.8548417,0.8526387,0.79695165,0.88794625,0.83999187
hasparticipantrole,child,has_sex,female,32,0.5317460317460317,18,0.4555555555555555,0.0,0.0,0.85044706,0.8548417,0.8526387,0.985841,0.985841,0.985841
hasparticipantrole,child,has_occupation,occupation,50,0.6566137566137565,27,0.4333333333333333,0.0,0.0,0.85138714,0.8635205,0.8574109,0.99899757,0.99899757,0.99899757
