Truth Predicate,Truth Object,Generated Predicate,Generated Object,Predicate Fuzzy Ratio,Predicate Jaro-Winkler,Object Fuzzy Ratio,Object Jaro-Winkler,Predicate Cosine Similarity,Object Cosine Similarity,BERT Score Predicate (Precision),BERT Score Predicate (Recall),BERT Score Predicate (F1),BERT Score Object (Precision),BERT Score Object (Recall),BERT Score Object (F1)
instance of,person,is populated,"with the information that asa coleman was an african-american. the other modules are populated based on the provided text. if you don't know the answer, just say that you don't know, don't try to make up an answer. the text does not provide information about asa coleman's occupation before he became a carpenter. therefore, we cannot populate the occupation record module with information about his occupation before he became a carpenter. similarly, the text does not provide information about asa coleman's relationships with other agents, so we cannot populate the interagent relationship record module with information about those relationships. if you don't know the answer, just say that you don't know, don't try to make up an answer. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022",35,0.5570707070707072,0,0.5005952380952381,0.0,0.0,0.8733125,0.89070123,0.8819212,0.65706766,0.7989361,0.7210903
instance of,person,the text does not provide specific information about asa,"coleman's birth and death dates, we cannot populate the age record module with accurate information. similarly, the person status record module does not provide specific information about the events that generated his statuses, so we cannot populate those relations accurately. the race record module is populated with the information that asa coleman was an african-american. the other modules are populated based on the provided text. if you don't know the answer, just say that you don't know, don't try to make up an answer. the text does not provide information about asa coleman's occupation before he became a carpenter. therefore, we cannot populate the occupation record module with information about his occupation before he became a carpenter. similarly, the text does not provide information about asa coleman's relationships with other agents, so we cannot populate the interagent relationship record module with information about those relationships. if you don't know the answer, just say that you don't know, don't try to make up an answer. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022",18,0.5114838864838865,0,0.5560999213693824,0.0,0.0037144726193579,0.7925717,0.83168846,0.8116591,0.6671866,0.80014056,0.7276402
hasname,asa coleman,on the provided,"text, we can populate the ontology modules as follows:",18,0.4317460317460317,22,0.4584736251402918,0.0,0.0,0.8296635,0.8337773,0.83171535,0.8053403,0.7645849,0.7844336
hasname,asa coleman,record,module:,15,0.0,33,0.5670995670995671,0.0,0.0,0.8732785,0.8174025,0.8444172,0.85647285,0.7649785,0.8081443
hasname,asa coleman,has_name,name,93,0.9708333333333332,27,0.5606060606060607,0.0,0.0,0.87150836,0.9202589,0.8952204,0.8675914,0.7541491,0.8069025
hasname,asa coleman,has_name,asa coleman,93,0.9708333333333332,100,1.0,0.0,1.0000000000000002,0.87150836,0.9202589,0.8952204,1.0000001,1.0000001,1.0000001
hasname,asa coleman,has_surname,surname,78,0.9151515151515152,33,0.4783549783549783,0.0,0.0,0.8257001,0.8883925,0.8558998,0.8733227,0.75398576,0.8092785
hasname,asa coleman,has_surname,coleman,78,0.9151515151515152,78,0.735930735930736,0.0,0.5797386715376658,0.8257001,0.8883925,0.8558998,0.8991033,0.85276055,0.87531894
hasname,asa coleman,has_first_name,first_name,67,0.5476190476190476,29,0.5181818181818182,0.0,0.0,0.8200621,0.89203435,0.85453546,0.80355203,0.77806014,0.79060066
hasname,asa coleman,has_first_name,asa,67,0.5476190476190476,43,0.8303030303030302,0.0,0.5797386715376658,0.8200621,0.89203435,0.85453546,0.90584254,0.8142304,0.85759676
hasname,asa coleman,relationship record,module:,23,0.5106516290726817,33,0.5670995670995671,0.0,0.0,0.88801265,0.8664905,0.87711954,0.85647285,0.7649785,0.8081443
hasname,asa coleman,has_interagent_relationship_type,relationship_type,31,0.6259920634920636,21,0.4661319073083779,0.0,0.0,0.77695227,0.8295493,0.8023898,0.8060193,0.7897338,0.79779345
hasname,asa coleman,has_interagent_relationship_type,enslaver,31,0.6259920634920636,32,0.537878787878788,0.0,0.0,0.77695227,0.8295493,0.8023898,0.7552254,0.7859261,0.77027
hasname,asa coleman,is_relationship_to,agent,16,0.4312169312169311,38,0.4303030303030303,0.0,0.0,0.78556335,0.8425272,0.8130487,0.8733678,0.7537896,0.80918485
hasname,asa coleman,is_relationship_to,slave,16,0.4312169312169311,38,0.5131313131313131,0.0,0.0,0.78556335,0.8425272,0.8130487,0.873121,0.7539685,0.8091819
hasname,asa coleman,record,module:,15,0.0,33,0.5670995670995671,0.0,0.0,0.8732785,0.8174025,0.8444172,0.85647285,0.7649785,0.8081443
hasname,asa coleman,has_sex,sex_type,57,0.8,21,0.4772727272727273,0.0,0.0,0.83295786,0.85244006,0.8425864,0.8118731,0.7851228,0.7982739
hasname,asa coleman,has_sex,male,57,0.8,40,0.6742424242424242,0.0,0.0,0.83295786,0.85244006,0.8425864,0.8606158,0.75258166,0.80298126
hasname,asa coleman,record,module:,15,0.0,33,0.5670995670995671,0.0,0.0,0.8732785,0.8174025,0.8444172,0.85647285,0.7649785,0.8081443
hasname,asa coleman,has_occupation,occupation,38,0.6190476190476191,29,0.5045454545454545,0.0,0.0,0.8220993,0.84970057,0.8356721,0.8761413,0.75518435,0.81117857
hasname,asa coleman,has_occupation,carpenter,38,0.6190476190476191,30,0.4242424242424241,0.0,0.0,0.8220993,0.84970057,0.8356721,0.80901194,0.79206085,0.8004467
hasname,asa coleman,has_occupation,politician,38,0.6190476190476191,38,0.5848484848484848,0.0,0.0,0.8220993,0.84970057,0.8356721,0.8753294,0.7548533,0.8106395
hasname,asa coleman,record,module:,15,0.0,33,0.5670995670995671,0.0,0.0,0.8732785,0.8174025,0.8444172,0.85647285,0.7649785,0.8081443
hasname,asa coleman,has_age,age,71,0.8666666666666668,29,0.4747474747474747,0.0,0.0,0.8349017,0.8505894,0.8426725,0.8768272,0.7559073,0.8118896
hasname,asa coleman,has_age,unknown,71,0.8666666666666668,22,0.4891774891774891,0.0,0.0,0.8349017,0.8505894,0.8426725,0.87443066,0.75581074,0.81080514
hasname,asa coleman,has_birthdate,date_of_birth,50,0.553113553113553,17,0.3900543900543901,0.0,0.0,0.83537066,0.86787933,0.8513148,0.7883144,0.7754333,0.7818209
hasname,asa coleman,has_birthdate,unknown,50,0.553113553113553,22,0.4891774891774891,0.0,0.0,0.83537066,0.86787933,0.8513148,0.87443066,0.75581074,0.81080514
hasname,asa coleman,has_deathdate,date_of_death,50,0.632967032967033,33,0.4737762237762237,0.0,0.0,0.82928216,0.8480299,0.8385512,0.7945641,0.77530515,0.7848165
hasname,asa coleman,has_deathdate,unknown,50,0.632967032967033,22,0.4891774891774891,0.0,0.0,0.82928216,0.8480299,0.8385512,0.87443066,0.75581074,0.81080514
hasname,asa coleman,status record,module:,30,0.442002442002442,33,0.5670995670995671,0.0,0.0,0.8865469,0.867947,0.87714833,0.85647285,0.7649785,0.8081443
hasname,asa coleman,has_person_status,former slave,42,0.6028011204481792,26,0.5707070707070706,0.0,0.0,0.79386115,0.83335304,0.8131279,0.83044344,0.7836174,0.8063511
hasname,asa coleman,has_person_status,politician,42,0.6028011204481792,38,0.5848484848484848,0.0,0.0,0.79386115,0.83335304,0.8131279,0.8753294,0.7548533,0.8106395
hasname,asa coleman,has_status_generating_event,event,35,0.6375661375661376,25,0.0,0.0,0.0,0.76871777,0.824705,0.7957278,0.85507023,0.75363314,0.8011536
hasname,asa coleman,has_status_generating_event,emancipation,35,0.6375661375661376,35,0.5570707070707072,0.0,0.0,0.76871777,0.824705,0.7957278,0.8767415,0.75581485,0.8117995
hasname,asa coleman,has_status_generating_event,election to virginia house of delegates,35,0.6375661375661376,28,0.51004551004551,0.0,0.0,0.76871777,0.824705,0.7957278,0.81669027,0.80832916,0.81248826
hasname,asa coleman,to virginia house of,delegates'),22,0.2952380952380952,27,0.404040404040404,0.0,0.0,0.80816966,0.84606194,0.82668185,0.7839345,0.7584168,0.77096456
hasname,asa coleman,recorded_at,event,11,0.4112554112554112,25,0.0,0.0,0.0,0.82368124,0.8530581,0.8381123,0.85507023,0.75363314,0.8011536
hasname,asa coleman,recorded_at,emancipation,11,0.4112554112554112,35,0.5570707070707072,0.0,0.0,0.82368124,0.8530581,0.8381123,0.8767415,0.75581485,0.8117995
hasname,asa coleman,recorded_at,election to virginia house of delegates,11,0.4112554112554112,28,0.51004551004551,0.0,0.0,0.82368124,0.8530581,0.8381123,0.81669027,0.80832916,0.81248826
hasname,asa coleman,to virginia house of,delegates'),22,0.2952380952380952,27,0.404040404040404,0.0,0.0,0.80816966,0.84606194,0.82668185,0.7839345,0.7584168,0.77096456
hasname,asa coleman,record,module:,15,0.0,33,0.5670995670995671,0.0,0.0,0.8732785,0.8174025,0.8444172,0.85647285,0.7649785,0.8081443
hasname,asa coleman,has_race_or_color,race_or_color,42,0.6694677871148459,33,0.5463869463869464,0.0,0.0,0.78116894,0.8419263,0.8104104,0.78911155,0.78611904,0.7876125
hasname,asa coleman,has_race_or_color,african-american,42,0.6694677871148459,37,0.5484307359307359,0.0,0.0,0.78116894,0.8419263,0.8104104,0.82509875,0.7991385,0.8119111
hasname,asa coleman,is populated,"with the information that asa coleman was an african-american. the other modules are populated based on the provided text. if you don't know the answer, just say that you don't know, don't try to make up an answer. the text does not provide information about asa coleman's occupation before he became a carpenter. therefore, we cannot populate the occupation record module with information about his occupation before he became a carpenter. similarly, the text does not provide information about asa coleman's relationships with other agents, so we cannot populate the interagent relationship record module with information about those relationships. if you don't know the answer, just say that you don't know, don't try to make up an answer. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022-06-23 14:27:43, 0.000443 seconds. 2022",32,0.5595238095238095,1,0.516242784992785,0.0,0.0158188663518944,0.8751208,0.86371195,0.8693789,0.67407423,0.84569335,0.7501938
