Q1075293	Irish Americans	1
Q107561058	Charles Lewis	1
Q107561092	Cudjoe Lewis	0
Q108596019	Martin Hemings	1
Q108602210	Women and Power: A Manifesto	0
Q109026069	Pair of stars and stripes slippers attributed to Elizabeth Keckley	0
Q109717365	A Companion to West Indian Literature	1
Q109933856	Annals of the American Pulpit	1
Q110088927	Peter Hemings	1
Q1102114	Julius	1
Q110308119	St. James Guide to Black Artists	3
Q110765386	www.poetryfoundation.org	0
Q1112176	Colts Neck Township	1
Q1114146	Clara	1
Q111975601	Directory of Southern Women Artists	1
Q112061	Clarke County	1
Q112066119	Gown and cape of Mary Todd Lincoln	0
Q1122364	indentured servant	1
Q11239932	Madison Hemings	28
Q11259438	Chandler	1
Q11299	Manhattan	1
Q113296945	Bygone Badass Broads: 52 Forgotten Women Who Changed the World	1
Q113367942	Omar Ibn Said (1770-1864) autobiography	1
Q1133694	Bant\u00e8	1
Q1134955	Lucinda	1
Q113516776	Henry B. Brown	1
Q113815470	Graman	1
Q113815471	Quassi	1
Q114267880	Georgetown University main campus	1
Q114313106	Harriet, The Moses of Her People	1
Q114693785	A Cyclopaedia of Female Biography	1
Q11499147	political activist	3
Q115243862	Dinah Whipple	1
Q1153484	folk art	1
Q115619169	William Grinstead, II	1
Q115619171	Elizabeth Key Grinstead	0
Q115628694	Alexander, Archer	0
Q11569986	printmaker	1
Q1158188	Bishop	1
Q115819845	Descendant	1
Q1158382	Fuller	1
Q1158446	Smith	1
Q1158477	Henry	7
Q1158485	Johnson	1
Q1158566	Jacobs	1
Q1158605	Walker	1
Q115900242	Harriet Jacobs	0
Q1159009	Jack	1
Q115920372	CiNii Research	4
Q116028569	Mohalbi, Garafilia	0
Q116781035	inferred from linked VIAF cluster	2
Q116845380	Oak Hill Cemetery	1
Q1177705	Davidson County	1
Q11789729	NUKAT	4
Q11812	Thomas Jefferson	5
Q118443897	St. Patrick's Old Cathedral Churchyard	1
Q11900058	explorer	6
Q11920	Italian Wikipedia	10
Q11921	Portuguese Wikipedia	0
Q119436236	Fitzpen	1
Q120147775	Women of Achievement in Maryland history	1
Q1201876	Open Library	7
Q120260411	St. Stanislaus Novitiate	1
Q12156	malaria	1
Q12188082	James	1
Q12192	pneumonia	1
Q12204	tuberculosis	1
Q12241622	Anthony	1
Q1225170	Magellan\u2019s expedition	1
Q12344159	William	19
Q12362622	philanthropist	1
Q123902641	The Encyclopedia Americana (1920)\/Garnet, Henry Highland	0
Q124335267	inferred from cause of death	4
Q124355862	Armenian Soviet Encyclopedia, vol. 11	1
Q1248758	Thomas Fuller	1
Q125482	imam	1
Q12560	Ottoman Empire	1
Q1258446	Dresden	1
Q1260558	George	1
Q12652678	Davis	1
Q12773225	enslaved person	249
Q12800694	Sam	1
Q1285433	Hurley	1
Q12895004	Ottobah Cugoano	0
Q12902246	Titus	1
Q12912667	Appletons' Cyclop\u00e6dia of American Biography	13
Q12947692	Harriet Tubman	0
Q1294787	artisan	1
Q12963704	Enrique of Malacca	0
Q1306607	Robert Drury	35
Q1311513	1900 United States Census	0
Q13123104	Isseke	1
Q131512	farmer	1
Q13156704	Booth	1
Q1321	Spanish	3
Q132189	Saint-Marc	1
Q13219454	Library of Congress Authorities	1
Q1330873	Psara	1
Q13382529	WikiProject Human Rights	7
Q1340143	Encyclopedia Africana	1
Q1340194	Encyclop\u00e6dia Universalis	0
Q13421990	Brown	5
Q1345	Philadelphia	3
Q134737	nobility	1
Q13498051	Lee	1
Q13550863	Czech National Authority Database	3
Q13553637	Jefferson	1
Q13554012	Moses	3
Q13560700	Harriet Powers	55
Q13584199	Dickson	1
Q1360692	Slave Coast	1
Q13630301	Bragg	1
Q1370	Virginia	5
Q1373513	NNDB	0
Q1375384	Mount Vernon	1
Q1376230	maiden name	0
Q13780930	worldwide	4
Q1384	New York	0
Q1391	Maryland	3
Q1393	Delaware	1
Q14021944	Jordan	1
Q1408775	Burns	1
Q1413170	bookbinder	3
Q1419226	Historical Commission of the Bavarian Academy of Sciences	2
Q142	France	1
Q1420342	JSTOR	0
Q1423891	Christian minister	5
Q1428	Georgia	5
Q1440091	Futa Tooro	1
Q1441346	Francis	1
Q145	United Kingdom	3
Q1454489	manumission	0
Q1457377	Mount Royal Cemetery	1
Q14705795	New Jersey Hall of Fame	1
Q1475413	Saint Joseph's University	1
Q1476215	human rights activist	3
Q148584	National Museum of American History	3
Q1496	Ferdinand Magellan	0
Q15	Africa	5
Q150	French	5
Q1508663	social criticism	1
Q1511218	Alexander	1
Q15156406	English Wikisource	2
Q152002	pastor	1
Q15222191	general catalog of BnF	4
Q15241312	Freebase Data Dumps	12
Q15253558	activist	1
Q152545	functional illiteracy	0
Q15304953	WikiProject African diaspora	107
Q154549	carpenter	1
Q15459511	Jared Maurice Arter	21
Q15485088	Moses Grandy	23
Q155	Brazil	1
Q1551807	Polish Wikipedia	0
Q155214	Indonesian Wikipedia	1
Q1554377	Hannah	1
Q1560445	Rebellions of 1837	1
Q1563	Havana	4
Q156839	cook	1
Q157195	waiter	1
Q157696	sergeant	5
Q15776674	Roper	1
Q15788891	Blake	1
Q1587821	Marguerite	1
Q15921732	George	5
Q15975432	Benedict	1
Q15987216	Dictionary of National Biography, 1885\u20131900	5
Q15995642	religious leader	1
Q16	Canada	5
Q160236	Metropolitan Museum of Art	1
Q1603	Kentucky	1
Q16044172	Harriet Tubman	0
Q1605060	Miller	1
Q16065540	Jane Johnson	21
Q16065681	Julia Williams	1
Q1607826	editor	1
Q1614171	Herrera	1
Q161885	Kingdom of Great Britain	9
Q16203017	John Casor	9
Q16209726	Lucinda Davis	9
Q16210394	Joseph Pitts	34
Q16227970	Thomas Pellow	0
Q16274918	Archer	1
Q16290308	Isabella	1
Q1630100	art model	1
Q1639666	Jaffrey	3
Q16423696	Polly	1
Q16428906	Thomas	9
Q1646493	Roberts	1
Q1647292	William Lee	18
Q16523297	Garafilia Mohalbi	19
Q16533	judge	1
Q1658023	Ijebu Kingdom	1
Q166032	The Washington Post	0
Q166382	emir	1
Q16744133	CONOR.SI	0
Q1682564	Jane	1
Q16833394	Bibb	1
Q16841766	Hayden	1
Q16849232	John Andrew Jackson	7
Q16859631	John Wayles	4
Q16860308	Box	1
Q16864207	Josephine Brown	1
Q16865388	Carney	1
Q16865411	Cary	1
Q16869722	Dupuy	1
Q16869936	Fields	1
Q16870280	Grandy	1
Q16870314	Grimes	1
Q16870893	Horton	1
Q16877387	Moorhead	1
Q16883354	Sims	1
Q169390	abolitionism	5
Q169514	Swedish Wikipedia	1
Q1700760	Gardner	1
Q1701755	Onesimos Nesib	1
Q170263	Chester	1
Q1708613	Josiah	1
Q1710471	Juan Francisco Manzano	41
Q172	Toronto	1
Q1723169	Kammermohr	1
Q173	Alabama	3
Q17342542	member of the Massachusetts House of Representatives	2
Q1735678	Kate	1
Q1735692	Kate Clifford Larson	0
Q17365490	Josiah Henson	0
Q1739021	Kent	1
Q17397726	George Freeman Bragg	28
Q174193	United Kingdom of Great Britain and Ireland	1
Q17420973	Category:Sojourner Truth	1
Q17496543	Esteban	1
Q175482	Finnish Wikipedia	0
Q17552752	Scipio Africanus memorial	1
Q175613	Thirteenth Amendment to the United States Constitution	0
Q17565097	Oxford Dictionary of National Biography	0
Q1765120	Bachelor of Arts	0
Q17769800	slave trader	3
Q1777139	Knight	1
Q17864440	Grant	1
Q179351	City of Westminster	1
Q1798125	LIBRIS	4
Q17985	Korean Wikipedia	0
Q179876	Kingdom of England	1
Q179997	Thirteen Colonies	1
Q18002623	Patrick	1
Q18057751	David	1
Q180803	Truro	1
Q18122778	presumably	1
Q1818899	settler	1
Q18199649	modiste	1
Q18216060	Amos	3
Q182625	Windsor	1
Q18328141	The Feminist Companion to Literature in English	0
Q18336371	BBC Things	2
Q18364608	Abdul Rahman Ibrahima Sori	0
Q18420725	Wesley	1
Q18510179	abolitionist	15
Q185196	midwife	1
Q18528650	Ellen Craft	1
Q18534974	William Craft	1
Q185387	suffrage	1
Q18558540	CLARA	0
Q1860	English	57
Q18607853	Solomon	1
Q18609226	Trove	0
Q186360	nurse	1
Q18711563	Esteban Montejo	38
Q18711636	James Poovey	9
Q18785969	British Museum person-institution thesaurus	0
Q188	German	3
Q18814623	autobiographer	25
Q1885980	Warrenton	1
Q18912790	Library of Congress Name Authority File	1
Q18914863	Remigio	1
Q189290	military officer	3
Q18939491	diarist	1
Q189561	narcolepsy	1
Q18978396	Nathaniel	1
Q190168	Yoruba people	1
Q19029724	Pellew, Thomas (DNB00)	0
Q19037337	Pitts, Joseph (DNB00)	0
Q19079852	The Biographical Dictionary of America	1
Q19085957	The Encyclopedia Americana	1
Q19088008	Drury, Robert (fl.1729) (DNB00)	0
Q19098835	Library of the World's Best Literature	1
Q191168	Czech Wikipedia	0
Q1920065	quilting	1
Q19273860	Absalom	1
Q19282429	Osifekunde	12
Q1930187	journalist	3
Q19325117	Jane Johnson	0
Q193391	diplomat	1
Q193563	Biblioth\u00e8que nationale de France	0
Q19423849	Josiah Henson	0
Q1950363	Mount Auburn Cemetery	3
Q19595228	paternal half-sister	0
Q19668186	Eliza Healy	1
Q1967614	National Portrait Gallery	1
Q1967852	National Women's Hall of Fame	3
Q19767732	Harvey	1
Q19776296	Madison	1
Q19816532	Sally	1
Q19819746	Israel	1
Q19827682	Elijah	1
Q19832964	VIAF ID	0
Q19938912	BnF authorities	13
Q199618	Monticello	6
Q199693	Catalan Wikipedia	0
Q199700	Arabic Wikipedia	0
Q19986614	Georgetown University Library	1
Q2001193	Jared	1
Q20178568	Pictorial Quilt	0
Q20178588	Bible Quilt	0
Q201788	historian	7
Q2023693	Ona	1
Q2024192	Oney Judge	28
Q2028258	Edenton	1
Q2029597	Snow Hill	1
Q203263	Athens	1
Q2034021	dressmaker	1
Q203535	Medal of Honor	3
Q206855	Russian Wikipedia	2
Q207887	Guinea	1
Q20789766	South Azerbaijani Wikipedia	0
Q2079518	Peters	1
Q20810508	Mary Black	9
Q20810520	Nathaniel Booth	10
Q20826540	scholar	1
Q2090092	Betty	1
Q2093070	Pierre	1
Q20931414	Category:Harriet Tubman	1
Q21	England	5
Q2109623	Saint-Sulpice Seminary	1
Q21142718	accidental death	1
Q21148110	Jupiter	1
Q2123592	Quock Walker	11
Q21281706	academic administrator	1
Q21396721	Freeman	1
Q21401824	The Peerage	0
Q21482559	Healy	1
Q214917	playwright	1
Q21493271	Crafts	1
Q215062	Mary Todd Lincoln	1
Q21506699	Pitts	1
Q21506957	Ellison	1
Q215536	merchant	1
Q2180295	mail carrier	1
Q21818619	near	1
Q2182025	Santee	1
Q219477	missionary	1
Q219656	Macon	1
Q22	Scotland	1
Q22073865	Onesimus	10
Q2214200	Salem Poor	20
Q2218908	Samuel Tredwell Sawyer	1
Q22255795	Scipio	1
Q22338544	William Grimes	27
Q223569	women's rights	1
Q225519	Auburn	3
Q22673	Project Gutenberg	1
Q2275863	Seymour	1
Q2276423	Sagamu	1
Q22811588	WomenWriters	0
Q22813352	traveler	1
Q22893595	fugitive slave	2
Q22958043	Mary Bibb	1
Q22979588	source known to be unreliable	4
Q23	George Washington	1
Q23035346	Harriet Evans Paine	11
Q23148	Cornwall	3
Q23156	Devon	1
Q23337	Salt Lake City	1
Q2374149	botanist	1
Q238001	Martha Jefferson	1
Q23892553	Silas Chandler	15
Q2392373	Santa Clara Province	1
Q239303	Art Institute of Chicago	1
Q241	Cuba	1
Q242468	tailor	1
Q24255573	Benezit Dictionary of Artists	0
Q2426461	Thomas Pellow	42
Q24284201	Shakeosphere	2
Q24413760	James Roberts	19
Q244157	Igbo people	1
Q24525574	The Colored Patriots of the American Revolution	1
Q24635963	poets.org	1
Q2469085	Montpelier	1
Q24731821	Commons Creator page	0
Q24909800	Art+Feminism	1
Q2494649	Union List of Artist Names	2
Q25012964	Category:Slave owners	0
Q25026708	Amanda America Dickson	30
Q25039474	African Civilization Society	1
Q2504814	Oosthuizen	1
Q2507958	name at birth	0
Q250867	Catholic priest	1
Q2516866	publisher	1
Q25328680	Prabook	0
Q2542509	Wallace	1
Q25436	Canadian Army	0
Q2549042	Ward	1
Q2550388	Washington	1
Q255159	Martha Jefferson Randolph	3
Q256	Turkish	1
Q257464	Sally Hemings	7
Q2620177	College of the Holy Cross	2
Q2621214	geni.com	0
Q264002	Charlotte	1
Q2658150	Baker	1
Q2662465	Black	3
Q26671637	Joseph Emidy Headstone And Footstone At The Kenwyn Parish Church	1
Q26672057	Headstone Of George Edward Doney Approx. 50 Metres Ssw Of The Tower Of The Church Of St Mary	1
Q2676019	Second Battle of Fort Wagner	1
Q2687711	Omar Ibn Said	41
Q2703137	Green	3
Q27230564	NCpedia	2
Q27257292	Toussaint	1
Q2732758	Jackson	1
Q27468356	Michael Shiner	15
Q27532437	suffragist	3
Q28045241	Ayuba Suleiman Diallo (Job ben Solomon)	1
Q28301	Olinda	1
Q28357229	Pierre Toussaint	1
Q2852821	Anthony Burns	39
Q28692502	women's rights activist	1
Q28731158	Phillis Wheatley	1
Q2875037	Ayuba Suleiman Diallo	26
Q2877812	Babelio	2
Q28800751	Montejo	1
Q28800766	Powers	1
Q2895387	Graman Quassi	29
Q29015899	Biography of Mahommah G. Baquaqua	1
Q29035411	A Narrative of the Life and Adventures of Venture	1
Q2934722	Camden	1
Q2944360	centenarian	3
Q29468	Republican Party	3
Q29550570	Venture	1
Q2958359	Charles	1
Q2958902	Charles Deslondes	10
Q29627647	Gladstone	1
Q2963315	Chicago History Museum	1
Q2967712	horse fall	1
Q2975474	Clara Brown	28
Q29828695	Fortune	3
Q29861311	SNAC	15
Q29940705	100 years or more after author(s) death	0
Q30	United States of America	111
Q3001	Paramaribo	1
Q30049687	BlackPast.org	26
Q30118960	Dictionnaire des f\u00e9ministes	0
Q30232378	married name	0
Q3051440	Ellen and William Craft	13
Q30669198	Keckley	1
Q30669481	Whipple	1
Q3073495	National Museum of African American History and Culture	1
Q307378	Abd al-Rahman	1
Q3126834	Hannah Crafts	28
Q3132629	Henry Bibb	48
Q3132652	Henry Box Brown	37
Q3132833	Henry Highland Garnet	53
Q318363	Abel	1
Q3189874	Julius Soubise	17
Q32486	Eastern Shore of Maryland	1
Q328	English Wikipedia	112
Q3280669	brain injury	0
Q3284319	Joshua	1
Q329439	engraver	1
Q3294867	Faceted Application of Subject Terminology	35
Q33111637	Mary King	1
Q33203	Methodism	7
Q333634	translator	1
Q333886	Georgetown University	1
Q3347578	Thomas Peters	27
Q33578	Igbo	1
Q337084	drag queen	1
Q337348	Charles City County	3
Q33999	actor	5
Q34	Sweden	3
Q340	Montreal	1
Q34074720	feminist	1
Q3409375	Anglican priest	1
Q341639	Henrico County	1
Q341755	Stafford County	1
Q3429239	slave narrative	1
Q3469991	Sally Miller	9
Q348553	William Ansah Sessarakoo	22
Q3490710	Sons of Africa	3
Q3492	Sumatra	1
Q3499072	chef	1
Q3501317	fashion designer	1
Q3511003	Senegambia	1
Q351735	Adams	1
Q3527954	Akwa Akpa	1
Q3547868	Ukawsaw Gronniosaw	35
Q3550003	Union Navy	1
Q3579035	travel writer	1
Q35836475	Encyclopedia of the Great Plains	1
Q3583707	St. Peter's Church, Philadelphia	0
Q360155	William Lloyd Garrison	0
Q36180	writer	63
Q36380	Society of Jesus	1
Q3639114	Bethany	1
Q36578	Integrated Authority File	11
Q36834	composer	1
Q3699185	Cudjoe Lewis	40
Q37061836	Tubman	1
Q37226	teacher	3
Q3723405	Elizabeth Key Grinstead	21
Q372646	mental calculator	1
Q3739104	natural causes	9
Q37433483	Punch	1
Q37454210	Scypion	1
Q37457333	Minkins	1
Q3748	Monrovia	7
Q37495370	Hammon	1
Q37508254	Poovey	1
Q37519018	Pellow	1
Q376087	Samuel Baker	1
Q3780	Freetown	1
Q379406	Dictionary of Swedish National Biography	1
Q379887	Olaudah Equiano	86
Q38022	St. Louis	1
Q3825124	Abdul Rahman Ibrahima Sori	17
Q384121	African Methodist Episcopal Church	3
Q385468	Elizabeth	3
Q3877594	Nobile	1
Q3887735	Owen	1
Q391358	Emancipation Proclamation	1
Q3946640	Samuel Ringgold Ward	38
Q397	Latin	1
Q4	death	0
Q40348	lawyer	1
Q40949	American Revolutionary War	11
Q411080	Aiud	1
Q41463697	priestly ordination in the Roman rite	1
Q4184	autobiography	2
Q41894	Battle of New Orleans	1
Q42194378	Poems by a Slave	1
Q423048	International Standard Name Identifier	17
Q42504	The Church of Jesus Christ of Latter-day Saints	1
Q42603	priest	3
Q426451	Stephen Bishop	21
Q426463	Lewis	1
Q42771	Nicholas	1
Q431034	Florence Baker	52
Q431274	Glover	1
Q432	Islam	7
Q432386	preacher	5
Q43421	Richmond	1
Q4356553	Gustav Badin	41
Q43845	businessperson	11
Q4412	West Africa	1
Q4475314	Omar	1
Q45199	sailor	5
Q453722	Amanda	1
Q45403344	redirect	1
Q455	Encyclop\u00e6dia Britannica	0
Q4553950	1811 German Coast Uprising	1
Q4572296	Clark Atlanta University	1
Q46002746	Dictionary of African Biography	15
Q46267084	African medical knowledge, the plain style, and satire in the 1721 Boston Inoculation controversy.	0
Q465	DBpedia	0
Q465854	American National Biography	0
Q466190	Great Falls	1
Q4669651	Absalom Jones	34
Q468455	death by burning	1
Q4689762	African Episcopal Church of St. Thomas	1
Q4689768	African Free School	3
Q4690078	Africatown	1
Q46984315	quilter	1
Q4699976	Ajumako	1
Q47064	military personnel	7
Q471788	Joseph	5
Q472675	Frederick	1
Q47443928	Barracoon: The Story of the Last \Black Cargo\	1
Q4745424	American and Foreign Anti-Slavery Society	1
Q4747863	Amos Fortune	59
Q4747865	Amos Fortune, Free Man	3
Q475210	Juan	1
Q47716	Charleston	1
Q47757534	IdRef	9
Q47790	tetanus	1
Q4784021	Araminta	1
Q4785939	Archer Alexander	25
Q4793591	Armistead Burwell	1
Q4793686	Sarah Loguen Fraser	1
Q48183	German Wikipedia	17
Q483501	artist	3
Q488701	Anne Arundel County	1
Q4889032	Elijah Abel	25
Q48952	Persian Wikipedia	0
Q4897788	Bethany Veney	23
Q4898836	Betty Hemings	31
Q4903493	Biblioteca Virtual Miguel de Cervantes	0
Q49085	African Americans	73
Q49133	Museum of Fine Arts Boston	1
Q49179	Worcester	1
Q49231	Norfolk	3
Q492342	Fredericksburg	1
Q49241	Lexington	1
Q4925477	John	9
Q4927100	Stephen	1
Q4927524	Michael	1
Q4927937	Robert	3
Q493112	Hancock County	1
Q4970328	British Methodist Episcopal Church	0
Q49757	poet	7
Q4991371	soldier	7
Q5	human	261
Q501263	Dorchester County	2
Q501319	Charles County	1
Q5020447	California Digital Library	0
Q502047	Hickman County	1
Q502784	Montgomery County	1
Q50282273	Shadrach	1
Q50358336	datos.bne.es	2
Q50388354	escape	1
Q5043	Christianity	1
Q504403	Bladen County	1
Q504428	Caswell County	1
Q505292	Northumberland County	1
Q506187	York County	1
Q506315	Shelby County	1
Q506676	Northampton County	1
Q5085922	Charlotte Dupuy	9
Q5092	Baltimore	3
Q5095808	Chicago Theological Seminary	1
Q510947	Shenandoah County	1
Q511964	Petersburg	1
Q512314	socialite	1
Q513818	Page County	1
Q5146	Portuguese	3
Q5148183	Colonel Tye	13
Q5148987	Colorado Women's Hall of Fame	1
Q515166	Louisa County	1
Q51600683	Knight v. Wedderburn	0
Q51619	venerable	1
Q51711	Quora	4
Q5172105	Coromantee	1
Q5234079	David George	27
Q5255169	Demerara rebellion of 1823	1
Q5273976	Dictionary of Virginia Biography	1
Q5278762	Dinwiddie County Court House	1
Q5362173	Eliza Moore	14
Q5363058	Elizabeth Keckley	60
Q5368987	Emancipation Memorial	1
Q5375741	Encyclop\u00e6dia Britannica Online	5
Q539051	Greeks	1
Q53996797	Sessarakoo	1
Q5401423	Eston Hemings	3
Q54122	Continental Army	1
Q54128	domestic worker	11
Q54156	Chelsea	1
Q5471330	Fort Hill Cemetery	1
Q547473	MacTutor History of Mathematics archive	0
Q54858100	Truth	1
Q5486209	Harriet	9
Q54919	Virtual International Authority File	50
Q55187	hairdresser	1
Q552058	Enrique of Malacca	17
Q55301487	Category:Florence Baker	1
Q5538872	George Edward Doney	16
Q5542654	George Moses Horton	41
Q5547856	Georgia Women of Achievement	1
Q55759876	John Tubman	1
Q56218309	Henson	1
Q56244761	Hemings	3
Q56245669	Turnage	1
Q5636453	Category:British writers	0
Q56415838	Abdul Rahman Ibrahima Sori	0
Q565	Wikimedia Commons	6
Q5664155	Harriet Hemings	26
Q5664351	Harriet Tubman grave	1
Q56679484	David Dickson	1
Q56724236	Georgetown University Jesuit Community Cemetery	1
Q567542	Anomabu	3
Q56821265	Mahommah Gardo Baquaqua	0
Q56822906	Ukawsaw Gronniosaw	0
Q5691473	Healy family	1
Q57050425	Encyclopedia Virginia	1
Q5727902	circa	16
Q5729887	Henry Washington	18
Q57635171	Old Guides' Cemetery	1
Q5763774	Hillsdale College	1
Q58251	Azerbaijani Wikipedia	0
Q58346483	Samuel Ward and the Making of an Imperial Subject	1
Q5837762	Mohammed	1
Q58409281	Philadelphia \Delphy\ Judge	1
Q58409423	Betty Hemings	0
Q58409677	Andrew Judge	1
Q58476763	Ellen Hemings Roberts	1
Q58486188	Betty Brown	1
Q5891	philosophy	0
Q590026	Noyes Academy	1
Q59374209	Louisa Matilda Jacobs	1
Q59771821	Jermain	1
Q59771957	Loguen	1
Q59853	Jones	1
Q60	New York City	1
Q6003189	Mary Fields	33
Q6014663	Incidents in the Life of a Slave Girl	1
Q60172487	James A. Doonan	0
Q603770	White House Historical Association	1
Q60475135	John S. Jacobs	1
Q60539078	Joseph Fossett	1
Q60539241	Ann-Elizabeth Fossett Isaacs	1
Q60687720	NL Gendergap maintenance	1
Q60794348	Jehu	1
Q6087017	Israel Jefferson	7
Q60909659	CERL Thesaurus	15
Q61	Washington, D.C.	7
Q6105257	Remigio Herrera	14
Q6112722	Jack Gladstone	10
Q6128975	James Augustine Healy	1
Q61356138	FemBio database	3
Q6135835	James Hemings	34
Q6142248	James Roberts	1
Q616591	Oberlin College	1
Q616667	temporal lobe epilepsy	1
Q6173448	Wikipedia:Vital articles\/Level\/4	3
Q6176516	Jehu Grant	12
Q6182278	Jermain Wesley Loguen	34
Q61993971	Tabo Jansz	11
Q6205998	Joanna Vassa	1
Q620946	Library of Congress Control Number	2
Q6231050	John Early	0
Q6232138	John Ezzidio	11
Q6238599	John Hemings	3
Q6241732	John Jea	19
Q6253543	John Punch	17
Q62695096	American Women's History Initiative	3
Q6277136	Jordan Winston Early	19
Q6281098	Joseph Antonio Emidy	31
Q6284643	Joseph Knight	11
Q6284989	Joseph Lloyd House	1
Q6289848	Joshua Glover	7
Q629347	Samuel	5
Q6302457	Judge	1
Q63040053	Redoshi	14
Q63056	Find a Grave	11
Q63411600	Bibliography of the History of the Czech Lands	0
Q637324	Babalawo	1
Q6375472	Kate Drumgoold	11
Q63845230	WikiProject Women in Religion	1
Q64139102	KBpedia	0
Q642481	Saint Croix	1
Q644789	Catholic University of Leuven	1
Q64482808	Cambridge Cemetery	1
Q64732761	ARTIC	0
Q648625	Google Knowledge Graph	0
Q6502154	exploration	1
Q65087050	Betty Davis	1
Q65120672	William Gardner	10
Q652	Italian	1
Q6525128	Leonard Black	21
Q6536250	Lewis Adams	18
Q6536673	Lewis Hayden	35
Q6581072	female	55
Q6581097	male	205
Q6593270	Category:1636 deaths	0
Q6594667	President of Georgetown University	1
Q66035178	textile worker	1
Q6625963	novelist	1
Q66663817	Online Biographical Dictionary of the Woman Suffrage Movement in the United States	1
Q66750873	Elizabeth Key Grinstead	0
Q6684875	Lott Cary	35
Q6692608	Salt Lake City Cemetery	1
Q67311526	Obalky knih.cz	7
Q67386935	Thoughts And Sentiments On The Evil & Wicked Traffic Of The Slavery & Commerce Of The Human Species	1
Q6760815	Marguerite Scypion	8
Q677191	James	5
Q67778540	African American Leaders of Maryland: A Portrait Gallery	9
Q6779527	Mary Fields	0
Q6779764	Mary Hemings	3
Q6779916	Mary Jefferson Eppes	3
Q6781530	Maryland Women's Hall of Fame	1
Q681468	Enrique	1
Q682443	Episcopal Church	1
Q6828070	Michael A. Healy	1
Q6837811	Michigan Women's Hall of Fame	1
Q6854223	Category:American human rights activists	0
Q6855217	Category:American writers	2
Q6915927	Moses Roper	27
Q6922566	Mount Olivet Cemetery	1
Q6971983	National Cowgirl Museum and Hall of Fame	1
Q6973052	National Heritage List for England	2
Q6996569	Nero Hawley	10
Q7002971	Category:American nurses	0
Q7005083	New-York Central College, McGrawville	1
Q7020874	Category:Cuban poets	0
Q7035062	Category:American fashion designers	0
Q7040303	Category:American businesspeople	1
Q7068470	Category:Liberian politicians	0
Q707995	seaman	1
Q7114476	Owen Fitzpen	11
Q7146522	Patrick Francis Healy	54
Q71536040	most precise value	3
Q71887839	copyrights on works have expired	9
Q7225776	Polly Berry	11
Q7243971	Prince Estabrook	11
Q7244270	Prince Whipple	17
Q726772	Ottobah Cugoano	42
Q7268814	Quamina	1
Q730	Suriname	1
Q7342149	Robert Blake	17
Q7343654	Robert Drury	1
Q734578	Mary	3
Q739627	Pennsylvania State University	1
Q7407085	Sam Aleckson	19
Q7410908	Samuel Benedict	15
Q7411	Dutch	2
Q7411530	Samuel Green	15
Q7422421	Sarah J. Garnet	1
Q7432105	Schomberg House	1
Q7434013	Scipio Africanus	16
Q7434016	Scipio Moorhead	31
Q7459139	Seymour Burr	12
Q746076	Gustav	1
Q7460863	Shadrach Minkins	28
Q751641	hypersomnia	1
Q752297	Doctor of Philosophy	0
Q754735	East New Market	1
Q755589	New Market	1
Q7558567	Solomon Bayley	13
Q75809	Lutheranism	1
Q759	New Hampshire	1
Q7595015	St Oswald's Church	1
Q7607210	William Capell, 4th Earl of Essex	0
Q763	Saint Kitts and Nevis	1
